Hydroporus nigrita,0.0,0.06035996880578087,0.03316580039535649,0.06344070676556321,0.07800700277061619,0.1310309988489086,0.06210367234237183,0.060680818058319146,0.10990956082011279,0.1014013668113143,0.08016485215090903,0.07478160633324567,0.07083974408777552,0.049827206261209,0.03633235821600014,0.037789345399259024,0.059544355052368,0.08651844753172003,0.08330507887787932,0.05652505631115681,0.06125652629159704,0.07763999283534193,0.07135791400524867,0.06714038796428463,0.08997074648000414,0.08198949941990326,0.09140887929989197,0.05996532747591111,0.057634212997742996,0.07488953130978337,0.07052507126461742,0.07153963105911786,0.065828709409075,0.06195673833816991,0.05313257120529118,0.05489935508325014,0.07667484447588284,0.07158416636570118
Hydroporus puberulus,0.06035996880578087,0.0,0.06656012867777925,0.06707634814386919,0.08164264414892215,0.13466664022721456,0.0657393137206778,0.06431645943662512,0.11354520219841875,0.10503700818962027,0.083800493529215,0.07841724771155165,0.07447538546608148,0.05346284763951497,0.06054331123580274,0.06198924586122343,0.07391593099433037,0.1008900234736824,0.09767665481984168,0.06254740003205242,0.06489216766990301,0.08127563421364789,0.07499355538355465,0.0707760293425906,0.0936063878583101,0.08562514079820922,0.09504452067819795,0.06360096885421708,0.06126985437604897,0.07852517268808934,0.0741607126429234,0.08591120700108022,0.06946435078738097,0.06559237971647588,0.056768212583597155,0.06092169880414574,0.0910464204178452,0.07521980774400716
Hydroporus pubescens,0.03316580039535649,0.06656012867777925,0.0,0.06964086663756158,0.08420716264261456,0.13723115872090696,0.0683038322143702,0.06688097793031753,0.11610972069211117,0.10760152668331269,0.0863650120229074,0.08098176620524404,0.07703990395977389,0.05602736613320738,0.042532518087998517,0.0439895052712574,0.06574451492436638,0.0927186074037184,0.0895052387498777,0.06272521618315519,0.06745668616359542,0.0838401527073403,0.07755807387724704,0.07334054783628302,0.09617090635200251,0.08818965929190162,0.09760903917189036,0.06616548734790947,0.06383437286974138,0.08108969118178173,0.07672523113661579,0.07773979093111624,0.07202886928107337,0.06815689821016828,0.05933273107728956,0.06109951495524852,0.08287500434788121,0.07778432623769956
Hydroporus lapponum,0.06344070676556321,0.06707634814386919,0.06964086663756158,0.0,0.0537417621873142,0.11710054999478253,0.04817322348824577,0.04675036920419308,0.09597911196598673,0.08747091795718824,0.06623440329678296,0.05051636574994368,0.034605883666627556,0.048051320276795054,0.06362404919558509,0.06506998382100578,0.07699666895411271,0.10397076143346475,0.10075739277962402,0.06562813799183477,0.006039572708113975,0.058584407896597475,0.03512405358410071,0.03090652754313667,0.07604029762587806,0.06805905056577717,0.07747843044576591,0.040909742537166664,0.03857862805899855,0.05062429072648138,0.06332563013395376,0.08899194496086256,0.041563468825773005,0.06018085235375597,0.05135668522087724,0.06400243676392808,0.09412715837762754,0.04731892578239919
Hydroporus erythrocephalus,0.07800700277061619,0.08164264414892215,0.08420716264261456,0.0537417621873142,0.0,0.1316668459998355,0.06273951949329873,0.06131666520924604,0.11054540797103968,0.10203721396224119,0.08080069930183592,0.03380717382520249,0.06114079950952649,0.06261761628184803,0.07819034520063806,0.07963627982605874,0.09156296495916567,0.1185370574385177,0.11532368878467698,0.08019443399688772,0.05155758171334801,0.07315070390165045,0.061658969426999645,0.05744144338603561,0.09060659363093103,0.08262534657083015,0.09204472645081888,0.05547603854221963,0.05314492406405152,0.057008443178962684,0.07789192613900671,0.10355824096591552,0.04789105818814119,0.07474714835880893,0.06592298122593021,0.07856873276898106,0.10869345438268051,0.0537030782348805
Heterosternusa pulcher,0.1310309988489086,0.13466664022721456,0.13723115872090696,0.11710054999478253,0.1316668459998355,0.0,0.07033555240521537,0.11143838962931997,0.1606671323911136,0.15215893838231512,0.13092242372190985,0.128441449562465,0.12449958731699483,0.11564161236014044,0.13121434127893045,0.13266027590435114,0.1445869610374581,0.1715610535168101,0.16834768486296942,0.13321843007518014,0.11491636952081635,0.13129983606456125,0.12501775723446798,0.12080023119350394,0.14072831805100497,0.13274707099090408,0.1421664508708928,0.11362517070513042,0.11129405622696231,0.12854937453900267,0.13091592221729914,0.15658223704420796,0.11948855263829432,0.12777114443710136,0.11894697730422263,0.13159272884727347,0.1617174504609729,0.1252440095949205
Hydroporus fortis,0.06210367234237183,0.0657393137206778,0.0683038322143702,0.04817322348824577,0.06273951949329873,0.07033555240521537,0.0,0.04251106312278319,0.09173980588457684,0.08323161187577835,0.061995097215373066,0.059514123055928216,0.05557226081045806,0.04671428585360367,0.0622870147723937,0.06373294939781439,0.07565963453092132,0.10263372701027336,0.09942035835643265,0.06429110356864337,0.04598904301427958,0.062372509558024467,0.05609043072793121,0.05187290468696718,0.07180099154446819,0.0638197444843673,0.07323912436435602,0.04469784419859366,0.04236672972042555,0.05962204803246591,0.061988595710762366,0.08765491053767119,0.050561226131757536,0.05884381793056459,0.050019650797685854,0.0626654023407367,0.09279012395443616,0.05631668308838372
Hydroporus axillaris,0.060680818058319146,0.06431645943662512,0.06688097793031753,0.04675036920419308,0.06131666520924604,0.11143838962931997,0.04251106312278319,0.0,0.09031695160052415,0.08180875759172566,0.06057224293132038,0.05809126877187553,0.054149406526405375,0.04529143156955099,0.060864160488341014,0.0623100951137617,0.07423678024686862,0.10121087272622066,0.09799750407237996,0.06286824928459069,0.0445661887302269,0.06094965527397178,0.05466757644387853,0.05045005040291449,0.07037813726041549,0.06239689020031461,0.07181627008030333,0.04327498991454097,0.04094387543637286,0.058199193748413224,0.060565741426709674,0.0862320562536185,0.04913837184770486,0.05742096364651189,0.048596796513633175,0.06124254805668402,0.09136726967038346,0.054893828804331045
Neoporus arizonicus,0.10990956082011279,0.11354520219841875,0.11610972069211117,0.09597911196598673,0.11054540797103968,0.1606671323911136,0.09173980588457684,0.09031695160052415,0.0,0.07450561746252127,0.06993440957073489,0.10732001153366917,0.10337814928819901,0.09452017433134463,0.11009290325013465,0.11153883787555535,0.12346552300866226,0.1504396154880143,0.14722624683417357,0.11209699204638432,0.09379493149202053,0.11017839803576542,0.10389631920567216,0.09967879316470814,0.09995348173451041,0.09197223467440953,0.08117843671971786,0.09250373267633462,0.09017261819816651,0.10742793651020688,0.10979448418850332,0.1354607990154121,0.0983671146094985,0.10664970640830554,0.09782553927542681,0.11047129081847766,0.14059601243217712,0.10412257156612469
Neoporus undulatus,0.1014013668113143,0.10503700818962027,0.10760152668331269,0.08747091795718824,0.10203721396224119,0.15215893838231512,0.08323161187577835,0.08180875759172566,0.07450561746252127,0.0,0.06142621556193642,0.09881181752487068,0.09486995527940052,0.08601198032254614,0.10158470924133617,0.10303064386675685,0.11495732899986377,0.1419314214792158,0.13871805282537508,0.10358879803758583,0.08528673748322205,0.10167020402696693,0.09538812519687367,0.09117059915590965,0.09144528772571192,0.08346404066561104,0.07267024271091937,0.08399553866753613,0.08166442418936802,0.09891974250140839,0.10128629017970484,0.12695260500661362,0.08985892060070001,0.09814151239950705,0.08931734526662832,0.10196309680967917,0.13208781842337863,0.0956143775573262
