0.0,0.660379,0.560025,0.793965,0.69724,0.850934,0.711635,0.746485,0.69543,0.681425,0.700963,0.70505,0.750186,0.655664,0.70163,0.4935,0.629774,0.486787,0.553752,0.55972,0.482602,0.496908,0.516923,0.455751,0.373865,0.433398,0.422519,0.423475,0.420444,0.492315,0.424807,0.489187,0.47773,0.46801,0.5085,0.515592,0.688989,0.50268,0.475462,0.464083,0.442111,0.377377,0.413798,0.305264,0.407394,0.49303,0.286744,0.353373,0.647223,0.454824,0.48087,0.297894,0.374025
0.660379,0.0,0.147807,0.468932,0.469208,0.622903,0.483603,0.518453,0.467399,0.48887,0.517169,0.521256,0.566392,0.47187,0.517836,0.380131,0.516405,0.373418,0.46545,0.471419,0.394306,0.448577,0.468592,0.40742,0.325535,0.417436,0.406557,0.407513,0.404482,0.476353,0.408845,0.473225,0.461768,0.452048,0.492538,0.49963,0.673027,0.486723,0.459506,0.489981,0.468009,0.403275,0.439696,0.375293,0.588335,0.673972,0.467686,0.534314,0.828165,0.635766,0.661811,0.499774,0.575909
0.560025,0.147807,0.0,0.368579,0.368855,0.52255,0.38325,0.4181,0.367046,0.388517,0.416816,0.420903,0.466039,0.371516,0.417483,0.279778,0.416052,0.273065,0.365097,0.371065,0.293953,0.348224,0.368239,0.307067,0.225182,0.317083,0.306203,0.30716,0.304129,0.376,0.308492,0.372872,0.361414,0.351695,0.392185,0.399277,0.572674,0.38637,0.359153,0.389628,0.367656,0.302922,0.339343,0.27494,0.487982,0.573619,0.367333,0.433961,0.727812,0.535412,0.561458,0.399421,0.475556
0.793965,0.468932,0.368579,0.0,0.602794,0.756489,0.617189,0.65204,0.600985,0.622456,0.650755,0.654842,0.699978,0.605456,0.651422,0.513717,0.649991,0.507004,0.599036,0.605005,0.527892,0.582163,0.602178,0.541006,0.459121,0.551022,0.540143,0.541099,0.538068,0.609939,0.542431,0.606812,0.595354,0.585634,0.626124,0.633216,0.806613,0.620309,0.593092,0.623567,0.601595,0.536861,0.573282,0.508879,0.721921,0.807558,0.601272,0.6679,0.961751,0.769352,0.795397,0.63336,0.709495
0.69724,0.469208,0.368855,0.602794,0.0,0.575652,0.436353,0.471203,0.420148,0.525731,0.55403,0.558117,0.603253,0.508731,0.554697,0.416992,0.553266,0.410279,0.502311,0.50828,0.431167,0.485438,0.505453,0.444281,0.362396,0.454297,0.443418,0.444374,0.441343,0.513214,0.445706,0.510086,0.498629,0.488909,0.529399,0.536491,0.709888,0.523584,0.496367,0.526842,0.50487,0.440136,0.476557,0.412154,0.625196,0.710833,0.504547,0.571175,0.865026,0.672627,0.698672,0.536635,0.61277
0.850934,0.622903,0.52255,0.756489,0.575652,0.0,0.305897,0.569104,0.518049,0.679426,0.707725,0.711812,0.756948,0.662425,0.708392,0.570687,0.706961,0.563973,0.656006,0.661974,0.584861,0.639133,0.659147,0.597976,0.51609,0.607992,0.597112,0.598069,0.595038,0.666909,0.599401,0.663781,0.652323,0.642604,0.683094,0.690186,0.863583,0.677279,0.650062,0.680537,0.658565,0.593831,0.630252,0.565848,0.778891,0.864527,0.658241,0.72487,1.01872,0.826321,0.852367,0.690329,0.766465
0.711635,0.483603,0.38325,0.617189,0.436353,0.305897,0.0,0.429805,0.37875,0.540127,0.568425,0.572512,0.617648,0.523126,0.569093,0.431388,0.567661,0.424674,0.516707,0.522675,0.445562,0.499833,0.519848,0.458676,0.376791,0.468692,0.457813,0.45877,0.455739,0.52761,0.460101,0.524482,0.513024,0.503304,0.543795,0.550887,0.724283,0.53798,0.510762,0.541237,0.519265,0.454532,0.490952,0.426549,0.639592,0.725228,0.518942,0.585571,0.879421,0.687022,0.713068,0.55103,0.627165
0.746485,0.518453,0.4181,0.65204,0.471203,0.569104,0.429805,0.0,0.377844,0.574977,0.603275,0.607363,0.652498,0.557976,0.603943,0.466238,0.602511,0.459524,0.551557,0.557525,0.480412,0.534683,0.554698,0.493526,0.411641,0.503542,0.492663,0.49362,0.490589,0.56246,0.494951,0.559332,0.547874,0.538155,0.578645,0.585737,0.759133,0.57283,0.545612,0.576088,0.554115,0.489382,0.525803,0.461399,0.674442,0.760078,0.553792,0.620421,0.914271,0.721872,0.747918,0.58588,0.662015
0.69543,0.467399,0.367046,0.600985,0.420148,0.518049,0.37875,0.377844,0.0,0.523922,0.552221,0.556308,0.601444,0.506921,0.552888,0.415183,0.551456,0.408469,0.500502,0.50647,0.429357,0.483629,0.503643,0.442472,0.360586,0.452488,0.441608,0.442565,0.439534,0.511405,0.443896,0.508277,0.496819,0.4871,0.52759,0.534682,0.708079,0.521775,0.494558,0.525033,0.503061,0.438327,0.474748,0.410344,0.623387,0.709023,0.502737,0.569366,0.863217,0.670817,0.696863,0.534825,0.61096
0.681425,0.48887,0.388517,0.622456,0.525731,0.679426,0.540127,0.574977,0.523922,0.0,0.538215,0.542302,0.587438,0.492916,0.538882,0.401178,0.537451,0.394464,0.486496,0.492465,0.415352,0.469623,0.489638,0.428466,0.346581,0.438482,0.427603,0.42856,0.425529,0.497399,0.429891,0.494272,0.482814,0.473094,0.513584,0.520676,0.694073,0.50777,0.480552,0.511027,0.489055,0.424321,0.460742,0.396339,0.609382,0.695018,0.488732,0.555361,0.849211,0.656812,0.682857,0.52082,0.596955
0.700963,0.517169,0.416816,0.650755,0.55403,0.707725,0.568425,0.603275,0.552221,0.538215,0.0,0.306719,0.551943,0.457421,0.503387,0.420716,0.556989,0.414002,0.506035,0.512003,0.43489,0.489161,0.509176,0.448004,0.366119,0.45802,0.447141,0.448098,0.445067,0.516938,0.449429,0.51381,0.502352,0.492632,0.533123,0.540215,0.713611,0.527308,0.50009,0.530565,0.508593,0.44386,0.48028,0.415877,0.62892,0.714556,0.50827,0.574899,0.868749,0.67635,0.702396,0.540358,0.616493
